"orderid","employee","order_date","required_date","shipped_date","shipper","freight","customer","city","country","product","category","current_price","ordered_price","quantity","discount","total_sale_price"
10971,"Andrew Fuller","1998-03-24","1998-04-21","1998-04-02","United Package","121.82","France restauration","Nantes","France","Thüringer Rostbratwurst","Meat/Poultry","123.79","123.79",14,"0","1733.06"
10972,"Margaret Peacock","1998-03-24","1998-04-21","1998-03-26","United Package","0.02","La corne d'abondance","Versailles","France","Alice Mutton","Meat/Poultry","39","39",6,"0","234.00"
10972,"Margaret Peacock","1998-03-24","1998-04-21","1998-03-26","United Package","0.02","La corne d'abondance","Versailles","France","Geitost","Dairy Products","2.5","2.5",7,"0","17.50"
10973,"Michael Suyama","1998-03-24","1998-04-21","1998-03-27","United Package","15.17","La corne d'abondance","Versailles","France","Gumbär Gummibärchen","Confections","31.23","31.23",5,"0","156.15"
10973,"Michael Suyama","1998-03-24","1998-04-21","1998-03-27","United Package","15.17","La corne d'abondance","Versailles","France","Jack's New England Clam Chowder","Seafood","9.65","9.65",6,"0","57.90"
10973,"Michael Suyama","1998-03-24","1998-04-21","1998-03-27","United Package","15.17","La corne d'abondance","Versailles","France","Rhönbräu Klosterbier","Beverages","7.75","7.75",10,"0","77.50"
10974,"Janet Leverling","1998-03-25","1998-04-08","1998-04-03","Federal Shipping","12.96","Split Rail Beer & Ale","Lander","USA","Vegie-spread","Condiments","43.9","43.9",10,"0","439.00"
10975,"Nancy Davolio","1998-03-25","1998-04-22","1998-03-27","Federal Shipping","32.27","Bottom-Dollar Markets","Tsawassen","Canada","Northwoods Cranberry Sauce","Condiments","40","40",16,"0","640.00"
10975,"Nancy Davolio","1998-03-25","1998-04-22","1998-03-27","Federal Shipping","32.27","Bottom-Dollar Markets","Tsawassen","Canada","Rhönbräu Klosterbier","Beverages","7.75","7.75",10,"0","77.50"
10976,"Nancy Davolio","1998-03-25","1998-05-06","1998-04-03","Speedy Express","37.97","HILARION-Abastos","San Cristóbal","Venezuela","Rössle Sauerkraut","Produce","45.6","45.6",20,"0","912.00"
10977,"Laura Callahan","1998-03-26","1998-04-23","1998-04-10","Federal Shipping","208.5","Folk och fä HB","Bräcke","Sweden","Chartreuse verte","Beverages","18","18",30,"0","540.00"
10977,"Laura Callahan","1998-03-26","1998-04-23","1998-04-10","Federal Shipping","208.5","Folk och fä HB","Bräcke","Sweden","Zaanse koeken","Confections","9.5","9.5",30,"0","285.00"
10977,"Laura Callahan","1998-03-26","1998-04-23","1998-04-10","Federal Shipping","208.5","Folk och fä HB","Bräcke","Sweden","Manjimup Dried Apples","Produce","53","53",10,"0","530.00"
10977,"Laura Callahan","1998-03-26","1998-04-23","1998-04-10","Federal Shipping","208.5","Folk och fä HB","Bräcke","Sweden","Vegie-spread","Condiments","43.9","43.9",20,"0","878.00"
10978,"Anne Dodsworth","1998-03-26","1998-04-23","1998-04-23","United Package","32.82","Maison Dewey","Bruxelles","Belgium","Northwoods Cranberry Sauce","Condiments","40","40",20,"0.15","680.00"
10978,"Anne Dodsworth","1998-03-26","1998-04-23","1998-04-23","United Package","32.82","Maison Dewey","Bruxelles","Belgium","Sir Rodney's Scones","Confections","10","10",40,"0.15","340.00"
10978,"Anne Dodsworth","1998-03-26","1998-04-23","1998-04-23","United Package","32.82","Maison Dewey","Bruxelles","Belgium","Boston Crab Meat","Seafood","18.4","18.4",10,"0","184.00"
10978,"Anne Dodsworth","1998-03-26","1998-04-23","1998-04-23","United Package","32.82","Maison Dewey","Bruxelles","Belgium","Gula Malacca","Condiments","19.45","19.45",6,"0.15","99.20"
10979,"Laura Callahan","1998-03-26","1998-04-23","1998-03-31","United Package","353.07","Ernst Handel","Graz","Austria","Uncle Bob's Organic Dried Pears","Produce","30","30",18,"0","540.00"
10979,"Laura Callahan","1998-03-26","1998-04-23","1998-03-31","United Package","353.07","Ernst Handel","Graz","Austria","Queso Manchego La Pastora","Dairy Products","38","38",20,"0","760.00"
10979,"Laura Callahan","1998-03-26","1998-04-23","1998-03-31","United Package","353.07","Ernst Handel","Graz","Austria","Guaraná Fantástica","Beverages","4.5","4.5",80,"0","360.00"
10979,"Laura Callahan","1998-03-26","1998-04-23","1998-03-31","United Package","353.07","Ernst Handel","Graz","Austria","Schoggi Schokolade","Confections","43.9","43.9",30,"0","1317.00"
10979,"Laura Callahan","1998-03-26","1998-04-23","1998-03-31","United Package","353.07","Ernst Handel","Graz","Austria","Gorgonzola Telino","Dairy Products","12.5","12.5",24,"0","300.00"
10979,"Laura Callahan","1998-03-26","1998-04-23","1998-03-31","United Package","353.07","Ernst Handel","Graz","Austria","Vegie-spread","Condiments","43.9","43.9",35,"0","1536.50"
10980,"Margaret Peacock","1998-03-27","1998-05-08","1998-04-17","Speedy Express","1.26","Folk och fä HB","Bräcke","Sweden","Rhönbräu Klosterbier","Beverages","7.75","7.75",40,"0.2","248.00"
10981,"Nancy Davolio","1998-03-27","1998-04-24","1998-04-02","United Package","193.37","Hanari Carnes","Rio de Janeiro","Brazil","Côte de Blaye","Beverages","263.5","263.5",60,"0","15810.00"
10982,"Andrew Fuller","1998-03-27","1998-04-24","1998-04-08","Speedy Express","14.01","Bottom-Dollar Markets","Tsawassen","Canada","Uncle Bob's Organic Dried Pears","Produce","30","30",20,"0","600.00"
10982,"Andrew Fuller","1998-03-27","1998-04-24","1998-04-08","Speedy Express","14.01","Bottom-Dollar Markets","Tsawassen","Canada","Ipoh Coffee","Beverages","46","46",9,"0","414.00"
10983,"Andrew Fuller","1998-03-27","1998-04-24","1998-04-06","United Package","657.54","Save-a-lot Markets","Boise","USA","Konbu","Seafood","6","6",84,"0.15","428.40"
10983,"Andrew Fuller","1998-03-27","1998-04-24","1998-04-06","United Package","657.54","Save-a-lot Markets","Boise","USA","Ravioli Angelo","Grains/Cereals","19.5","19.5",15,"0","292.50"
10984,"Nancy Davolio","1998-03-30","1998-04-27","1998-04-03","Federal Shipping","211.22","Save-a-lot Markets","Boise","USA","Pavlova","Confections","17.45","17.45",55,"0","959.75"
10984,"Nancy Davolio","1998-03-30","1998-04-27","1998-04-03","Federal Shipping","211.22","Save-a-lot Markets","Boise","USA","Guaraná Fantástica","Beverages","4.5","4.5",20,"0","90.00"
10984,"Nancy Davolio","1998-03-30","1998-04-27","1998-04-03","Federal Shipping","211.22","Save-a-lot Markets","Boise","USA","Inlagd Sill","Seafood","19","19",40,"0","760.00"
10985,"Andrew Fuller","1998-03-30","1998-04-27","1998-04-02","Speedy Express","91.51","Hungry Owl All-Night Grocers","Cork","Ireland","Pavlova","Confections","17.45","17.45",36,"0.1","565.38"
10985,"Andrew Fuller","1998-03-30","1998-04-27","1998-04-02","Speedy Express","91.51","Hungry Owl All-Night Grocers","Cork","Ireland","Carnarvon Tigers","Seafood","62.5","62.5",8,"0.1","450.00"
10985,"Andrew Fuller","1998-03-30","1998-04-27","1998-04-02","Speedy Express","91.51","Hungry Owl All-Night Grocers","Cork","Ireland","Mascarpone Fabioli","Dairy Products","32","32",35,"0.1","1008.00"
10986,"Laura Callahan","1998-03-30","1998-04-27","1998-04-21","United Package","217.86","Océano Atlántico Ltda.","Buenos Aires","Argentina","Queso Cabrales","Dairy Products","21","21",30,"0","630.00"
10986,"Laura Callahan","1998-03-30","1998-04-27","1998-04-21","United Package","217.86","Océano Atlántico Ltda.","Buenos Aires","Argentina","Sir Rodney's Marmalade","Confections","81","81",15,"0","1215.00"
10986,"Laura Callahan","1998-03-30","1998-04-27","1998-04-21","United Package","217.86","Océano Atlántico Ltda.","Buenos Aires","Argentina","Lakkalikööri","Beverages","18","18",10,"0","180.00"
10986,"Laura Callahan","1998-03-30","1998-04-27","1998-04-21","United Package","217.86","Océano Atlántico Ltda.","Buenos Aires","Argentina","Original Frankfurter grüne Soße","Condiments","13","13",15,"0","195.00"
10987,"Laura Callahan","1998-03-31","1998-04-28","1998-04-06","Speedy Express","185.48","Eastern Connection","London","UK","Uncle Bob's Organic Dried Pears","Produce","30","30",60,"0","1800.00"
10987,"Laura Callahan","1998-03-31","1998-04-28","1998-04-06","Speedy Express","185.48","Eastern Connection","London","UK","Ipoh Coffee","Beverages","46","46",6,"0","276.00"
10987,"Laura Callahan","1998-03-31","1998-04-28","1998-04-06","Speedy Express","185.48","Eastern Connection","London","UK","Mozzarella di Giovanni","Dairy Products","34.8","34.8",20,"0","696.00"
10988,"Janet Leverling","1998-03-31","1998-04-28","1998-04-10","United Package","61.14","Rattlesnake Canyon Grocery","Albuquerque","USA","Uncle Bob's Organic Dried Pears","Produce","30","30",60,"0","1800.00"
10988,"Janet Leverling","1998-03-31","1998-04-28","1998-04-10","United Package","61.14","Rattlesnake Canyon Grocery","Albuquerque","USA","Tarte au sucre","Confections","49.3","49.3",40,"0.1","1774.80"
10989,"Andrew Fuller","1998-03-31","1998-04-28","1998-04-02","Speedy Express","34.76","Que Delícia","Rio de Janeiro","Brazil","Grandma's Boysenberry Spread","Condiments","25","25",40,"0","1000.00"
10989,"Andrew Fuller","1998-03-31","1998-04-28","1998-04-02","Speedy Express","34.76","Que Delícia","Rio de Janeiro","Brazil","Queso Cabrales","Dairy Products","21","21",15,"0","315.00"
10989,"Andrew Fuller","1998-03-31","1998-04-28","1998-04-02","Speedy Express","34.76","Que Delícia","Rio de Janeiro","Brazil","Jack's New England Clam Chowder","Seafood","9.65","9.65",4,"0","38.60"
10990,"Andrew Fuller","1998-04-01","1998-05-13","1998-04-07","Federal Shipping","117.61","Ernst Handel","Graz","Austria","Sir Rodney's Scones","Confections","10","10",65,"0","650.00"
10990,"Andrew Fuller","1998-04-01","1998-05-13","1998-04-07","Federal Shipping","117.61","Ernst Handel","Graz","Austria","Sasquatch Ale","Beverages","14","14",60,"0.15","714.00"
10990,"Andrew Fuller","1998-04-01","1998-05-13","1998-04-07","Federal Shipping","117.61","Ernst Handel","Graz","Austria","Pâté chinois","Meat/Poultry","24","24",65,"0.15","1326.00"
10990,"Andrew Fuller","1998-04-01","1998-05-13","1998-04-07","Federal Shipping","117.61","Ernst Handel","Graz","Austria","Sirop d'érable","Condiments","28.5","28.5",66,"0.15","1598.85"
10991,"Nancy Davolio","1998-04-01","1998-04-29","1998-04-07","Speedy Express","38.51","QUICK-Stop","Cunewalde","Germany","Chang","Beverages","19","19",50,"0.2","760.00"
10991,"Nancy Davolio","1998-04-01","1998-04-29","1998-04-07","Speedy Express","38.51","QUICK-Stop","Cunewalde","Germany","Outback Lager","Beverages","15","15",20,"0.2","240.00"
10991,"Nancy Davolio","1998-04-01","1998-04-29","1998-04-07","Speedy Express","38.51","QUICK-Stop","Cunewalde","Germany","Lakkalikööri","Beverages","18","18",90,"0.2","1296.00"
10992,"Nancy Davolio","1998-04-01","1998-04-29","1998-04-03","Federal Shipping","4.27","The Big Cheese","Portland","USA","Mozzarella di Giovanni","Dairy Products","34.8","34.8",2,"0","69.60"
10993,"Robert King","1998-04-01","1998-04-29","1998-04-10","Federal Shipping","8.81","Folk och fä HB","Bräcke","Sweden","Thüringer Rostbratwurst","Meat/Poultry","123.79","123.79",50,"0.25","4642.13"
10993,"Robert King","1998-04-01","1998-04-29","1998-04-10","Federal Shipping","8.81","Folk och fä HB","Bräcke","Sweden","Jack's New England Clam Chowder","Seafood","9.65","9.65",35,"0.25","253.31"
10994,"Andrew Fuller","1998-04-02","1998-04-16","1998-04-09","Federal Shipping","65.53","Vaffeljernet","Århus","Denmark","Raclette Courdavault","Dairy Products","55","55",18,"0.05","940.50"
10995,"Nancy Davolio","1998-04-02","1998-04-30","1998-04-06","Federal Shipping","46","Pericles Comidas clásicas","México D.F.","Mexico","Manjimup Dried Apples","Produce","53","53",20,"0","1060.00"
10995,"Nancy Davolio","1998-04-02","1998-04-30","1998-04-06","Federal Shipping","46","Pericles Comidas clásicas","México D.F.","Mexico","Camembert Pierrot","Dairy Products","34","34",4,"0","136.00"
10996,"Margaret Peacock","1998-04-02","1998-04-30","1998-04-10","United Package","1.12","QUICK-Stop","Cunewalde","Germany","Singaporean Hokkien Fried Mee","Grains/Cereals","14","14",40,"0","560.00"
10997,"Laura Callahan","1998-04-03","1998-05-15","1998-04-13","United Package","73.91","LILA-Supermercado","Barquisimeto","Venezuela","Mascarpone Fabioli","Dairy Products","32","32",50,"0","1600.00"
10997,"Laura Callahan","1998-04-03","1998-05-15","1998-04-13","United Package","73.91","LILA-Supermercado","Barquisimeto","Venezuela","Spegesild","Seafood","12","12",20,"0.25","180.00"
10997,"Laura Callahan","1998-04-03","1998-05-15","1998-04-13","United Package","73.91","LILA-Supermercado","Barquisimeto","Venezuela","Filo Mix","Grains/Cereals","7","7",20,"0.25","105.00"
10998,"Laura Callahan","1998-04-03","1998-04-17","1998-04-17","United Package","20.31","Wolski  Zajazd","Warszawa","Poland","Guaraná Fantástica","Beverages","4.5","4.5",12,"0","54.00"
10998,"Laura Callahan","1998-04-03","1998-04-17","1998-04-17","United Package","20.31","Wolski  Zajazd","Warszawa","Poland","Sirop d'érable","Condiments","28.5","28.5",7,"0","199.50"
10998,"Laura Callahan","1998-04-03","1998-04-17","1998-04-17","United Package","20.31","Wolski  Zajazd","Warszawa","Poland","Longlife Tofu","Produce","10","10",20,"0","200.00"
10998,"Laura Callahan","1998-04-03","1998-04-17","1998-04-17","United Package","20.31","Wolski  Zajazd","Warszawa","Poland","Rhönbräu Klosterbier","Beverages","7.75","7.75",30,"0","232.50"
10999,"Michael Suyama","1998-04-03","1998-05-01","1998-04-10","United Package","96.35","Ottilies Käseladen","Köln","Germany","Jack's New England Clam Chowder","Seafood","9.65","9.65",20,"0.05","183.35"
10999,"Michael Suyama","1998-04-03","1998-05-01","1998-04-10","United Package","96.35","Ottilies Käseladen","Köln","Germany","Manjimup Dried Apples","Produce","53","53",15,"0.05","755.25"
10999,"Michael Suyama","1998-04-03","1998-05-01","1998-04-10","United Package","96.35","Ottilies Käseladen","Köln","Germany","Original Frankfurter grüne Soße","Condiments","13","13",21,"0.05","259.35"
11000,"Andrew Fuller","1998-04-06","1998-05-04","1998-04-14","Federal Shipping","55.12","Rattlesnake Canyon Grocery","Albuquerque","USA","Chef Anton's Cajun Seasoning","Condiments","22","22",25,"0.25","412.50"
11000,"Andrew Fuller","1998-04-06","1998-05-04","1998-04-14","Federal Shipping","55.12","Rattlesnake Canyon Grocery","Albuquerque","USA","Guaraná Fantástica","Beverages","4.5","4.5",30,"0.25","101.25"
11000,"Andrew Fuller","1998-04-06","1998-05-04","1998-04-14","Federal Shipping","55.12","Rattlesnake Canyon Grocery","Albuquerque","USA","Original Frankfurter grüne Soße","Condiments","13","13",30,"0","390.00"
11001,"Andrew Fuller","1998-04-06","1998-05-04","1998-04-14","United Package","197.3","Folk och fä HB","Bräcke","Sweden","Uncle Bob's Organic Dried Pears","Produce","30","30",60,"0","1800.00"
11001,"Andrew Fuller","1998-04-06","1998-05-04","1998-04-14","United Package","197.3","Folk och fä HB","Bräcke","Sweden","Gustaf's Knäckebröd","Grains/Cereals","21","21",25,"0","525.00"
11001,"Andrew Fuller","1998-04-06","1998-05-04","1998-04-14","United Package","197.3","Folk och fä HB","Bräcke","Sweden","Spegesild","Seafood","12","12",25,"0","300.00"
11001,"Andrew Fuller","1998-04-06","1998-05-04","1998-04-14","United Package","197.3","Folk och fä HB","Bräcke","Sweden","Pâté chinois","Meat/Poultry","24","24",6,"0","144.00"
11002,"Margaret Peacock","1998-04-06","1998-05-04","1998-04-16","Speedy Express","141.16","Save-a-lot Markets","Boise","USA","Konbu","Seafood","6","6",56,"0","336.00"
11002,"Margaret Peacock","1998-04-06","1998-05-04","1998-04-16","Speedy Express","141.16","Save-a-lot Markets","Boise","USA","Steeleye Stout","Beverages","18","18",15,"0.15","229.50"
11002,"Margaret Peacock","1998-04-06","1998-05-04","1998-04-16","Speedy Express","141.16","Save-a-lot Markets","Boise","USA","Singaporean Hokkien Fried Mee","Grains/Cereals","14","14",24,"0.15","285.60"
11002,"Margaret Peacock","1998-04-06","1998-05-04","1998-04-16","Speedy Express","141.16","Save-a-lot Markets","Boise","USA","Pâté chinois","Meat/Poultry","24","24",40,"0","960.00"
11003,"Janet Leverling","1998-04-06","1998-05-04","1998-04-08","Federal Shipping","14.91","The Cracker Box","Butte","USA","Chai","Beverages","18","18",4,"0","72.00"
11003,"Janet Leverling","1998-04-06","1998-05-04","1998-04-08","Federal Shipping","14.91","The Cracker Box","Butte","USA","Boston Crab Meat","Seafood","18.4","18.4",10,"0","184.00"
11003,"Janet Leverling","1998-04-06","1998-05-04","1998-04-08","Federal Shipping","14.91","The Cracker Box","Butte","USA","Filo Mix","Grains/Cereals","7","7",10,"0","70.00"
11004,"Janet Leverling","1998-04-07","1998-05-05","1998-04-20","Speedy Express","44.84","Maison Dewey","Bruxelles","Belgium","Gumbär Gummibärchen","Confections","31.23","31.23",6,"0","187.38"
11004,"Janet Leverling","1998-04-07","1998-05-05","1998-04-20","Speedy Express","44.84","Maison Dewey","Bruxelles","Belgium","Lakkalikööri","Beverages","18","18",6,"0","108.00"
11005,"Andrew Fuller","1998-04-07","1998-05-05","1998-04-10","Speedy Express","0.75","Wilman Kala","Helsinki","Finland","Chai","Beverages","18","18",2,"0","36.00"
11005,"Andrew Fuller","1998-04-07","1998-05-05","1998-04-10","Speedy Express","0.75","Wilman Kala","Helsinki","Finland","Raclette Courdavault","Dairy Products","55","55",10,"0","550.00"
11006,"Janet Leverling","1998-04-07","1998-05-05","1998-04-15","United Package","25.19","Great Lakes Food Market","Eugene","USA","Chai","Beverages","18","18",8,"0","144.00"
11006,"Janet Leverling","1998-04-07","1998-05-05","1998-04-15","United Package","25.19","Great Lakes Food Market","Eugene","USA","Thüringer Rostbratwurst","Meat/Poultry","123.79","123.79",2,"0.25","185.69"
11007,"Laura Callahan","1998-04-08","1998-05-06","1998-04-13","United Package","202.24","Princesa Isabel Vinhos","Lisboa","Portugal","Northwoods Cranberry Sauce","Condiments","40","40",30,"0","1200.00"
11007,"Laura Callahan","1998-04-08","1998-05-06","1998-04-13","United Package","202.24","Princesa Isabel Vinhos","Lisboa","Portugal","Thüringer Rostbratwurst","Meat/Poultry","123.79","123.79",10,"0","1237.90"
11007,"Laura Callahan","1998-04-08","1998-05-06","1998-04-13","United Package","202.24","Princesa Isabel Vinhos","Lisboa","Portugal","Singaporean Hokkien Fried Mee","Grains/Cereals","14","14",14,"0","196.00"
11008,"Robert King","1998-04-08","1998-05-06",NULL,"Federal Shipping","79.46","Ernst Handel","Graz","Austria","Rössle Sauerkraut","Produce","45.6","45.6",70,"0.05","3032.40"
11008,"Robert King","1998-04-08","1998-05-06",NULL,"Federal Shipping","79.46","Ernst Handel","Graz","Austria","Sasquatch Ale","Beverages","14","14",90,"0.05","1197.00"
11008,"Robert King","1998-04-08","1998-05-06",NULL,"Federal Shipping","79.46","Ernst Handel","Graz","Austria","Flotemysost","Dairy Products","21.5","21.5",21,"0","451.50"
11009,"Andrew Fuller","1998-04-08","1998-05-06","1998-04-10","Speedy Express","59.11","Godos Cocina Típica","Sevilla","Spain","Guaraná Fantástica","Beverages","4.5","4.5",12,"0","54.00"
11009,"Andrew Fuller","1998-04-08","1998-05-06","1998-04-10","Speedy Express","59.11","Godos Cocina Típica","Sevilla","Spain","Inlagd Sill","Seafood","19","19",18,"0.25","256.50"
11009,"Andrew Fuller","1998-04-08","1998-05-06","1998-04-10","Speedy Express","59.11","Godos Cocina Típica","Sevilla","Spain","Camembert Pierrot","Dairy Products","34","34",9,"0","306.00"
11010,"Andrew Fuller","1998-04-09","1998-05-07","1998-04-21","United Package","28.71","Reggiani Caseifici","Reggio Emilia","Italy","Uncle Bob's Organic Dried Pears","Produce","30","30",20,"0","600.00"
11010,"Andrew Fuller","1998-04-09","1998-05-07","1998-04-21","United Package","28.71","Reggiani Caseifici","Reggio Emilia","Italy","Guaraná Fantástica","Beverages","4.5","4.5",10,"0","45.00"
11011,"Janet Leverling","1998-04-09","1998-05-07","1998-04-13","Speedy Express","1.21","Alfreds Futterkiste","Berlin","Germany","Escargots de Bourgogne","Seafood","13.25","13.25",40,"0.05","503.50"
11011,"Janet Leverling","1998-04-09","1998-05-07","1998-04-13","Speedy Express","1.21","Alfreds Futterkiste","Berlin","Germany","Flotemysost","Dairy Products","21.5","21.5",20,"0","430.00"
11012,"Nancy Davolio","1998-04-09","1998-04-23","1998-04-17","Federal Shipping","242.95","Frankenversand","München","Germany","Teatime Chocolate Biscuits","Confections","9.2","9.2",50,"0.05","437.00"
11012,"Nancy Davolio","1998-04-09","1998-04-23","1998-04-17","Federal Shipping","242.95","Frankenversand","München","Germany","Camembert Pierrot","Dairy Products","34","34",36,"0.05","1162.80"
11012,"Nancy Davolio","1998-04-09","1998-04-23","1998-04-17","Federal Shipping","242.95","Frankenversand","München","Germany","Flotemysost","Dairy Products","21.5","21.5",60,"0.05","1225.50"
11013,"Andrew Fuller","1998-04-09","1998-05-07","1998-04-10","Speedy Express","32.99","Romero y tomillo","Madrid","Spain","Tunnbröd","Grains/Cereals","9","9",10,"0","90.00"
11013,"Andrew Fuller","1998-04-09","1998-05-07","1998-04-10","Speedy Express","32.99","Romero y tomillo","Madrid","Spain","Singaporean Hokkien Fried Mee","Grains/Cereals","14","14",4,"0","56.00"
11013,"Andrew Fuller","1998-04-09","1998-05-07","1998-04-10","Speedy Express","32.99","Romero y tomillo","Madrid","Spain","Rogede sild","Seafood","9.5","9.5",20,"0","190.00"
11013,"Andrew Fuller","1998-04-09","1998-05-07","1998-04-10","Speedy Express","32.99","Romero y tomillo","Madrid","Spain","Scottish Longbreads","Confections","12.5","12.5",2,"0","25.00"
11014,"Andrew Fuller","1998-04-10","1998-05-08","1998-04-15","Federal Shipping","23.6","LINO-Delicateses","I. de Margarita","Venezuela","Jack's New England Clam Chowder","Seafood","9.65","9.65",28,"0.1","243.18"
11015,"Andrew Fuller","1998-04-10","1998-04-24","1998-04-20","United Package","4.62","Santé Gourmet","Stavern","Norway","Nord-Ost Matjeshering","Seafood","25.89","25.89",15,"0","388.35"
11015,"Andrew Fuller","1998-04-10","1998-04-24","1998-04-20","United Package","4.62","Santé Gourmet","Stavern","Norway","Original Frankfurter grüne Soße","Condiments","13","13",18,"0","234.00"
11016,"Anne Dodsworth","1998-04-10","1998-05-08","1998-04-13","United Package","33.8","Around the Horn","London","UK","Gorgonzola Telino","Dairy Products","12.5","12.5",15,"0","187.50"
11016,"Anne Dodsworth","1998-04-10","1998-05-08","1998-04-13","United Package","33.8","Around the Horn","London","UK","Inlagd Sill","Seafood","19","19",16,"0","304.00"
11017,"Anne Dodsworth","1998-04-13","1998-05-11","1998-04-20","United Package","754.26","Ernst Handel","Graz","Austria","Aniseed Syrup","Condiments","10","10",25,"0","250.00"
11017,"Anne Dodsworth","1998-04-13","1998-05-11","1998-04-20","United Package","754.26","Ernst Handel","Graz","Austria","Raclette Courdavault","Dairy Products","55","55",110,"0","6050.00"
11017,"Anne Dodsworth","1998-04-13","1998-05-11","1998-04-20","United Package","754.26","Ernst Handel","Graz","Austria","Outback Lager","Beverages","15","15",30,"0","450.00"
11018,"Margaret Peacock","1998-04-13","1998-05-11","1998-04-16","United Package","11.65","Lonesome Pine Restaurant","Portland","USA","Queso Manchego La Pastora","Dairy Products","38","38",20,"0","760.00"
11018,"Margaret Peacock","1998-04-13","1998-05-11","1998-04-16","United Package","11.65","Lonesome Pine Restaurant","Portland","USA","Carnarvon Tigers","Seafood","62.5","62.5",10,"0","625.00"
11018,"Margaret Peacock","1998-04-13","1998-05-11","1998-04-16","United Package","11.65","Lonesome Pine Restaurant","Portland","USA","Gnocchi di nonna Alice","Grains/Cereals","38","38",5,"0","190.00"
11019,"Michael Suyama","1998-04-13","1998-05-11",NULL,"Federal Shipping","3.17","Rancho grande","Buenos Aires","Argentina","Spegesild","Seafood","12","12",3,"0","36.00"
11019,"Michael Suyama","1998-04-13","1998-05-11",NULL,"Federal Shipping","3.17","Rancho grande","Buenos Aires","Argentina","Maxilaku","Confections","20","20",2,"0","40.00"
11020,"Andrew Fuller","1998-04-14","1998-05-12","1998-04-16","United Package","43.3","Ottilies Käseladen","Köln","Germany","Ikura","Seafood","31","31",24,"0.15","632.40"
11021,"Janet Leverling","1998-04-14","1998-05-12","1998-04-21","Speedy Express","297.18","QUICK-Stop","Cunewalde","Germany","Chang","Beverages","19","19",11,"0.25","156.75"
11021,"Janet Leverling","1998-04-14","1998-05-12","1998-04-21","Speedy Express","297.18","QUICK-Stop","Cunewalde","Germany","Sir Rodney's Marmalade","Confections","81","81",15,"0","1215.00"
11021,"Janet Leverling","1998-04-14","1998-05-12","1998-04-21","Speedy Express","297.18","QUICK-Stop","Cunewalde","Germany","Gumbär Gummibärchen","Confections","31.23","31.23",63,"0","1967.49"
11021,"Janet Leverling","1998-04-14","1998-05-12","1998-04-21","Speedy Express","297.18","QUICK-Stop","Cunewalde","Germany","Manjimup Dried Apples","Produce","53","53",44,"0.25","1749.00"
11021,"Janet Leverling","1998-04-14","1998-05-12","1998-04-21","Speedy Express","297.18","QUICK-Stop","Cunewalde","Germany","Mozzarella di Giovanni","Dairy Products","34.8","34.8",35,"0","1218.00"
11022,"Anne Dodsworth","1998-04-14","1998-05-12","1998-05-04","United Package","6.27","Hanari Carnes","Rio de Janeiro","Brazil","Teatime Chocolate Biscuits","Confections","9.2","9.2",35,"0","322.00"
11022,"Anne Dodsworth","1998-04-14","1998-05-12","1998-05-04","United Package","6.27","Hanari Carnes","Rio de Janeiro","Brazil","Gudbrandsdalsost","Dairy Products","36","36",30,"0","1080.00"
11023,"Nancy Davolio","1998-04-14","1998-04-28","1998-04-24","United Package","123.83","B's Beverages","London","UK","Uncle Bob's Organic Dried Pears","Produce","30","30",4,"0","120.00"
11023,"Nancy Davolio","1998-04-14","1998-04-28","1998-04-24","United Package","123.83","B's Beverages","London","UK","Ipoh Coffee","Beverages","46","46",30,"0","1380.00"
11024,"Margaret Peacock","1998-04-15","1998-05-13","1998-04-20","Speedy Express","74.36","Eastern Connection","London","UK","Gumbär Gummibärchen","Confections","31.23","31.23",12,"0","374.76"
11024,"Margaret Peacock","1998-04-15","1998-05-13","1998-04-20","Speedy Express","74.36","Eastern Connection","London","UK","Geitost","Dairy Products","2.5","2.5",30,"0","75.00"
11024,"Margaret Peacock","1998-04-15","1998-05-13","1998-04-20","Speedy Express","74.36","Eastern Connection","London","UK","Louisiana Fiery Hot Pepper Sauce","Condiments","21.05","21.05",21,"0","442.05"
11024,"Margaret Peacock","1998-04-15","1998-05-13","1998-04-20","Speedy Express","74.36","Eastern Connection","London","UK","Flotemysost","Dairy Products","21.5","21.5",50,"0","1075.00"
11025,"Michael Suyama","1998-04-15","1998-05-13","1998-04-24","Federal Shipping","29.17","Wartian Herkku","Oulu","Finland","Chai","Beverages","18","18",10,"0.1","162.00"
11025,"Michael Suyama","1998-04-15","1998-05-13","1998-04-24","Federal Shipping","29.17","Wartian Herkku","Oulu","Finland","Konbu","Seafood","6","6",20,"0.1","108.00"
11026,"Margaret Peacock","1998-04-15","1998-05-13","1998-04-28","Speedy Express","47.09","Franchi S.p.A.","Torino","Italy","Carnarvon Tigers","Seafood","62.5","62.5",8,"0","500.00"
11026,"Margaret Peacock","1998-04-15","1998-05-13","1998-04-28","Speedy Express","47.09","Franchi S.p.A.","Torino","Italy","Manjimup Dried Apples","Produce","53","53",10,"0","530.00"
11027,"Nancy Davolio","1998-04-16","1998-05-14","1998-04-20","Speedy Express","52.52","Bottom-Dollar Markets","Tsawassen","Canada","Guaraná Fantástica","Beverages","4.5","4.5",30,"0.25","101.25"
11027,"Nancy Davolio","1998-04-16","1998-05-14","1998-04-20","Speedy Express","52.52","Bottom-Dollar Markets","Tsawassen","Canada","Tarte au sucre","Confections","49.3","49.3",21,"0.25","776.47"
